臉書連結,候選人,類型,選區,選舉黃頁連結
https://zh-tw.facebook.com/pages/%E6%9C%B1%E6%9A%96%E8%8B%B1%E5%B8%82%E8%AD%B0%E5%93%A1/283385005013942,朱暖英,直轄市議員,"臺中市 > 第07選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fab-c2a8-4295-b671-0f15acb5b862
https://zh-tw.facebook.com/pages/%E7%8E%8B%E7%A7%8B%E5%86%AC%E5%89%8D%E8%AD%B0%E5%93%A1%E6%9C%B1%E6%9A%96%E8%8B%B1%E5%B8%82%E8%AD%B0%E5%93%A1%E6%9C%8D%E5%8B%99%E8%99%95/141682665904709,朱暖英,直轄市議員,"臺中市 > 第07選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fab-c2a8-4295-b671-0f15acb5b862
https://zh-tw.facebook.com/pages/%E5%8F%B0%E4%B8%AD%E5%B8%82%E8%AD%B0%E5%93%A1%E6%9D%8E%E4%B8%AD/134699156554812,李中,直轄市議員,"臺中市 > 第11選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fac-7e20-4949-a7f9-0f15acb5b862
https://zh-tw.facebook.com/pages/%E5%8F%B0%E4%B8%AD%E5%B8%82%E8%AD%B0%E5%93%A1%E6%9D%8E%E4%B8%AD/134699156554812?sk=info,李中,直轄市議員,"臺中市 > 第11選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fac-7e20-4949-a7f9-0f15acb5b862
https://zh-tw.facebook.com/pages/%E5%8F%B0%E4%B8%AD%E5%B8%82%E8%AD%B0%E5%93%A1%E6%9D%8E%E4%B8%AD/134699156554812?fref=photo&sk=photos,李中,直轄市議員,"臺中市 > 第11選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fac-7e20-4949-a7f9-0f15acb5b862
https://www.facebook.com/pages/%E5%8F%B0%E4%B8%AD%E5%B8%82%E8%AD%B0%E5%93%A1%E6%9D%8E%E4%B8%AD/134699156554812?fref=nf,李中,直轄市議員,"臺中市 > 第11選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fac-7e20-4949-a7f9-0f15acb5b862
https://www.facebook.com/134699156554812/photos/pcb.838336082857779/838335652857822/?type=1,李中,直轄市議員,"臺中市 > 第11選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fac-7e20-4949-a7f9-0f15acb5b862
http://zh-tw.facebook.com/notes.php?id=134699156554812,李中,直轄市議員,"臺中市 > 第11選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fac-7e20-4949-a7f9-0f15acb5b862
https://zh-tw.facebook.com/pages/%E6%9D%8E%E4%B8%AD%E5%B2%91/839099019464803,李中岑,直轄市議員,"臺南市 > 第10選區[區域]",http://k.olc.tw/elections/candidates/view/540b5695-c4a8-43c0-8618-1926acb5b862
https://zh-tw.facebook.com/pages/%E6%9D%8E%E4%B8%AD%E5%B2%91%E6%9C%8D%E5%8B%99%E8%99%95/231582117039580,李中岑,直轄市議員,"臺南市 > 第10選區[區域]",http://k.olc.tw/elections/candidates/view/540b5695-c4a8-43c0-8618-1926acb5b862
https://zh-tw.facebook.com/notes/%E6%9D%8E%E4%B8%B9%E9%B3%B3/%E6%9D%8E%E4%B8%B9%E9%B3%B3%E6%96%B0%E5%8C%97%E5%B8%82%E4%B8%89%E9%87%8D%E8%98%86%E6%B4%B2%E5%8D%80%E5%B8%82%E8%AD%B0%E5%93%A1%E6%93%AC%E5%8F%83%E9%81%B8%E4%BA%BA%E7%9A%84%E6%94%BF%E6%B2%BB%E5%91%8A%E7%99%BD-%E7%B3%BB%E5%88%97%E4%B8%80/849423758401444,李丹鳳,直轄市議員,"新北市 > 第03選區[區域]",http://k.olc.tw/elections/candidates/view/53c902b5-c420-4e0a-9ae6-55eecb455a61
https://zh-tw.facebook.com/notes/%E6%9D%8E%E4%B8%B9%E9%B3%B3/%E6%9D%8E%E4%B8%B9%E9%B3%B3%E5%8F%83%E8%88%87%E6%96%B0%E5%8C%97%E5%B8%82%E4%B8%89%E9%87%8D%E8%98%86%E6%B4%B2%E5%8D%80%E5%B8%82%E8%AD%B0%E5%93%A1%E6%93%AC%E5%80%99%E9%81%B8%E4%BA%BA%E7%9A%84%E6%94%BF%E6%B2%BB%E5%91%8A%E7%99%BD%E7%B3%BB%E5%88%97%E4%BA%8C/850544904955996,李丹鳳,直轄市議員,"新北市 > 第03選區[區域]",http://k.olc.tw/elections/candidates/view/53c902b5-c420-4e0a-9ae6-55eecb455a61
https://zh-tw.facebook.com/sunfly125,李丹鳳,直轄市議員,"新北市 > 第03選區[區域]",http://k.olc.tw/elections/candidates/view/53c902b5-c420-4e0a-9ae6-55eecb455a61
https://zh-tw.facebook.com/wish2199,李余典,直轄市議員,"新北市 > 第03選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fa5-92f0-4d47-914e-0f15acb5b862
https://zh-tw.facebook.com/pages/%E6%9D%8E%E4%BD%99%E5%85%B8/146380622053574,李余典,直轄市議員,"新北市 > 第03選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fa5-92f0-4d47-914e-0f15acb5b862
https://www.facebook.com/pages/%E6%96%B0%E5%8C%97%E5%B8%82%E8%AD%B0%E5%93%A1%E6%9D%8E%E4%BD%99%E5%85%B8%E8%BE%A6%E5%85%AC%E5%AE%A4/285664018261501,李余典,直轄市議員,"新北市 > 第03選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fa5-92f0-4d47-914e-0f15acb5b862
https://zh-tw.facebook.com/pages/%E6%96%B0%E5%8C%97%E5%B8%82%E8%AD%B0%E5%93%A1%E6%9D%8E%E4%BD%99%E5%85%B8%E8%BE%A6%E5%85%AC%E5%AE%A4/188469288010072,李余典,直轄市議員,"新北市 > 第03選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fa5-92f0-4d47-914e-0f15acb5b862
https://zh-tw.facebook.com/wu0927111253,李傅中武,直轄市議員,"臺北市 > 第08選區[山地]",http://k.olc.tw/elections/candidates/view/53c68f9d-b8f8-49bb-9133-0f15acb5b862
https://zh-tw.facebook.com/pages/%E6%9D%8E%E5%85%89%E9%81%94%E6%84%9B%E6%A1%83%E5%9C%92/124527090974795,李光達,直轄市議員,"桃園市 > 第01選區[區域]",http://k.olc.tw/elections/candidates/view/54069611-1fdc-4658-9593-07ecacb5b862
https://www.facebook.com/pages/%E6%9D%8E%E5%85%89%E9%81%94%E6%84%9B%E6%A1%83%E5%9C%92/124527090974795?fref=ts,李光達,直轄市議員,"桃園市 > 第01選區[區域]",http://k.olc.tw/elections/candidates/view/54069611-1fdc-4658-9593-07ecacb5b862
https://www.facebook.com/hashtag/%E5%8F%B0%E8%81%AF%E6%A1%83%E5%9C%92%E5%B8%82%E7%AC%AC1%E9%81%B8%E5%8D%80%E6%A1%83%E5%9C%92%E5%8D%80%E8%AD%B0%E5%93%A1%E5%80%99%E9%81%B8%E4%BA%BA%E6%9D%8E%E5%85%89%E9%81%94,李光達,直轄市議員,"桃園市 > 第01選區[區域]",http://k.olc.tw/elections/candidates/view/54069611-1fdc-4658-9593-07ecacb5b862
https://zh-tw.facebook.com/yestainan82,李全教,直轄市議員,"臺南市 > 第08選區[區域]",http://k.olc.tw/elections/candidates/view/540b5694-d8d0-47e5-a407-1926acb5b862
https://zh-tw.facebook.com/yestainan82/notes,李全教,直轄市議員,"臺南市 > 第08選區[區域]",http://k.olc.tw/elections/candidates/view/540b5694-d8d0-47e5-a407-1926acb5b862
https://zh-tw.facebook.com/pages/%E6%9D%8E%E5%85%A8%E6%95%99%E7%AB%B6%E9%81%B8%E7%B8%BD%E9%83%A8/171472636262086,李全教,直轄市議員,"臺南市 > 第08選區[區域]",http://k.olc.tw/elections/candidates/view/540b5694-d8d0-47e5-a407-1926acb5b862
https://en-gb.facebook.com/yestainan82/app_113853618678006,李全教,直轄市議員,"臺南市 > 第08選區[區域]",http://k.olc.tw/elections/candidates/view/540b5694-d8d0-47e5-a407-1926acb5b862
https://www.facebook.com/yestainan82/photos/a.115934481843455.12316.111019152334988/252232551546980/?type=1&relevant_count=1,李全教,直轄市議員,"臺南市 > 第08選區[區域]",http://k.olc.tw/elections/candidates/view/540b5694-d8d0-47e5-a407-1926acb5b862
http://m2.facebook.com/yestainan82,李全教,直轄市議員,"臺南市 > 第08選區[區域]",http://k.olc.tw/elections/candidates/view/540b5694-d8d0-47e5-a407-1926acb5b862
https://www.facebook.com/yestainan82?sk=events,李全教,直轄市議員,"臺南市 > 第08選區[區域]",http://k.olc.tw/elections/candidates/view/540b5694-d8d0-47e5-a407-1926acb5b862
https://pt-br.facebook.com/yestainan82/photos/pb.111019152334988.-2207520000.1392454902./235729723197263/?type=3&permPage=1,李全教,直轄市議員,"臺南市 > 第08選區[區域]",http://k.olc.tw/elections/candidates/view/540b5694-d8d0-47e5-a407-1926acb5b862
https://zh-tw.facebook.com/seeuneed,李卓翰,直轄市議員,"臺北市 > 第03選區[區域]",http://k.olc.tw/elections/candidates/view/54069610-545c-4715-9d1b-07ecacb5b862
https://www.facebook.com/seeuneed/photos/pcb.753643078034067/753642998034075/?type=1,李卓翰,直轄市議員,"臺北市 > 第03選區[區域]",http://k.olc.tw/elections/candidates/view/54069610-545c-4715-9d1b-07ecacb5b862
https://www.facebook.com/hashtag/%E5%8F%B0%E8%81%AF%E5%8F%B0%E5%8C%97%E5%B8%82%E7%AC%AC3%E9%81%B8%E5%8D%80%E8%AD%B0%E5%93%A1%E5%80%99%E9%81%B8%E4%BA%BA%E6%9D%8E%E5%8D%93%E7%BF%B0,李卓翰,直轄市議員,"臺北市 > 第03選區[區域]",http://k.olc.tw/elections/candidates/view/54069610-545c-4715-9d1b-07ecacb5b862
https://zh-tw.facebook.com/seeuneed/photos/a.658140894250953.1073741829.621382914593418/768515733213468/,李卓翰,直轄市議員,"臺北市 > 第03選區[區域]",http://k.olc.tw/elections/candidates/view/54069610-545c-4715-9d1b-07ecacb5b862
https://zh-tw.facebook.com/seeuneed/photos/pb.621382914593418.-2207520000.1412057090./768524849879223/?type=1,李卓翰,直轄市議員,"臺北市 > 第03選區[區域]",http://k.olc.tw/elections/candidates/view/54069610-545c-4715-9d1b-07ecacb5b862
http://m2.facebook.com/seeuneed?ref=stream,李卓翰,直轄市議員,"臺北市 > 第03選區[區域]",http://k.olc.tw/elections/candidates/view/54069610-545c-4715-9d1b-07ecacb5b862
https://www.facebook.com/seeuneed/photos_stream?tab=photos_stream,李卓翰,直轄市議員,"臺北市 > 第03選區[區域]",http://k.olc.tw/elections/candidates/view/54069610-545c-4715-9d1b-07ecacb5b862
https://mbasic.facebook.com/seeuneed?v=timeline&filter=0&page=2&sectionLoadingID=m_timeline_loading_div_1396335599_0_36_2&timeend=1396335599&timestart=0&tm=AQC1TNBXI8jyF523&refsrc=http%3A%2F%2Fmbasic.facebook.com%2Fa%2Flanguage.php,李卓翰,直轄市議員,"臺北市 > 第03選區[區域]",http://k.olc.tw/elections/candidates/view/54069610-545c-4715-9d1b-07ecacb5b862
https://zh-tw.facebook.com/seeuneed/photos/pcb.691969680868074/691968887534820/?type=1,李卓翰,直轄市議員,"臺北市 > 第03選區[區域]",http://k.olc.tw/elections/candidates/view/54069610-545c-4715-9d1b-07ecacb5b862
https://zh-tw.facebook.com/twmyfan,李喬如,直轄市議員,"高雄市 > 第06選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fa1-ad8c-4e82-af92-0f15acb5b862
https://zh-tw.facebook.com/kclee337,李坤城,直轄市議員,"新北市 > 第03選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fa5-5640-46dd-86a4-0f15acb5b862
https://zh-tw.facebook.com/pages/%E6%9D%8E%E5%9D%A4%E5%9F%8E/187848684616254,李坤城,直轄市議員,"新北市 > 第03選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fa5-5640-46dd-86a4-0f15acb5b862
https://www.facebook.com/kclee337?fref=ts,李坤城,直轄市議員,"新北市 > 第03選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fa5-5640-46dd-86a4-0f15acb5b862
https://zh-tw.facebook.com/leekunhuang,李坤煌,直轄市議員,"臺南市 > 第09選區[區域]",http://k.olc.tw/elections/candidates/view/53c68faf-e308-4ff6-b49c-0f15acb5b862
https://zh-tw.facebook.com/pages/%E5%8F%B0%E5%8D%97%E5%B8%82%E8%AD%B0%E5%93%A1%E6%9D%8E%E5%9D%A4%E7%85%8C%E6%9C%8D%E5%8B%99%E8%99%95/293738547398434,李坤煌,直轄市議員,"臺南市 > 第09選區[區域]",http://k.olc.tw/elections/candidates/view/53c68faf-e308-4ff6-b49c-0f15acb5b862
https://www.facebook.com/pages/%E5%8F%B0%E5%8D%97%E5%B8%82%E8%AD%B0%E5%93%A1%E6%9D%8E%E5%9D%A4%E7%85%8C%E8%BE%A6%E5%85%AC%E5%AE%A4-%E4%B8%BB%E4%BB%BB/447711981968083,李坤煌,直轄市議員,"臺南市 > 第09選區[區域]",http://k.olc.tw/elections/candidates/view/53c68faf-e308-4ff6-b49c-0f15acb5b862
https://www.facebook.com/pages/%E5%8F%B0%E5%8D%97%E5%B8%82%E8%AD%B0%E5%93%A1%E6%9D%8E%E5%9D%A4%E7%85%8C%E6%9C%8D%E5%8B%99%E8%99%95/293738547398434?rf=287199957975243,李坤煌,直轄市議員,"臺南市 > 第09選區[區域]",http://k.olc.tw/elections/candidates/view/53c68faf-e308-4ff6-b49c-0f15acb5b862
https://zh-tw.facebook.com/pages/%E6%9D%8E%E5%A4%A9%E7%94%9F%E6%9C%8D%E5%8B%99%E8%99%95/191723447515029?rf=140586656034350,李天生,直轄市議員,"臺中市 > 第13選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fad-b564-418a-bc23-0f15acb5b862
https://zh-tw.facebook.com/pages/%E5%8F%B0%E4%B8%AD%E5%B8%82%E8%AD%B0%E5%93%A1%E6%9D%8E%E5%A4%A9%E7%94%9F%E6%9C%8D%E5%8B%99%E8%99%95/579024098833270,李天生,直轄市議員,"臺中市 > 第13選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fad-b564-418a-bc23-0f15acb5b862
https://zh-tw.facebook.com/tenshengfans,李天生,直轄市議員,"臺中市 > 第13選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fad-b564-418a-bc23-0f15acb5b862
https://zh-tw.facebook.com/pages/%E6%9D%8E%E5%A4%A9%E7%94%9F%E6%9C%8D%E5%8B%99%E8%99%95/191723447515029,李天生,直轄市議員,"臺中市 > 第13選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fad-b564-418a-bc23-0f15acb5b862
https://zh-tw.facebook.com/wanyu.newtaipeicity,李婉鈺,直轄市議員,"新北市 > 第04選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fa5-6abc-4f6e-9632-0f15acb5b862
https://zh-tw.facebook.com/pages/%E6%96%B0%E5%8C%97%E5%B8%82%E6%9D%BF%E6%A9%8B%E5%8D%80%E8%AD%B0%E5%93%A1%E5%80%99%E9%81%B8%E4%BA%BA-%E5%BB%BA%E7%AF%89%E5%8D%9A%E5%A3%AB-%E6%9D%8E%E5%A9%89%E9%88%BA/102178366484355,李婉鈺,直轄市議員,"新北市 > 第04選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fa5-6abc-4f6e-9632-0f15acb5b862
https://zh-tw.facebook.com/pages/%E6%9D%8E%E5%AD%9D%E5%84%92%E5%B8%82%E8%AD%B0%E5%93%A1%E7%AB%B6%E9%81%B8%E7%B8%BD%E9%83%A8/1484569318428032,李孝儒,直轄市議員,"臺中市 > 第06選區[區域]",http://k.olc.tw/elections/candidates/view/540b568e-8800-4925-8a74-1926acb5b862
https://www.facebook.com/pages/%E6%9D%8E%E5%AD%9D%E5%84%92/604979846281432,李孝儒,直轄市議員,"臺中市 > 第06選區[區域]",http://k.olc.tw/elections/candidates/view/540b568e-8800-4925-8a74-1926acb5b862
https://www.facebook.com/pages/%E6%9D%8E%E5%AD%9D%E5%84%92%E5%B8%82%E8%AD%B0%E5%93%A1%E5%8F%83%E9%81%B8%E4%BA%BA-%E8%A5%BF%E5%B1%AF%E5%8D%80%E6%9C%8D%E5%8B%99%E8%99%95/704969532880104,李孝儒,直轄市議員,"臺中市 > 第06選區[區域]",http://k.olc.tw/elections/candidates/view/540b568e-8800-4925-8a74-1926acb5b862
https://zh-tw.facebook.com/people/%E6%9D%8E%E5%AE%97%E5%AF%8C/100002288090300,李宗富,直轄市議員,"臺南市 > 第11選區[區域]",http://k.olc.tw/elections/candidates/view/540b5695-3c68-4bf6-9c3b-1926acb5b862
https://zh-tw.facebook.com/angela8209988,李宜潔,直轄市議員,"新北市 > 第07選區[區域]",http://k.olc.tw/elections/candidates/view/54069611-e720-4d5d-8713-07ecacb5b862
https://zh-tw.facebook.com/angela8209988/photos/pb.1393545017582702.-2207520000.1410526372./1438024669801403/?type=1,李宜潔,直轄市議員,"新北市 > 第07選區[區域]",http://k.olc.tw/elections/candidates/view/54069611-e720-4d5d-8713-07ecacb5b862
https://zh-tw.facebook.com/angela8209988/photos/a.1399481290322408.1073741825.1393545017582702/1438024669801403/?type=1,李宜潔,直轄市議員,"新北市 > 第07選區[區域]",http://k.olc.tw/elections/candidates/view/54069611-e720-4d5d-8713-07ecacb5b862
https://www.facebook.com/angela8209988?notif_t=fbpage_fan_invite,李宜潔,直轄市議員,"新北市 > 第07選區[區域]",http://k.olc.tw/elections/candidates/view/54069611-e720-4d5d-8713-07ecacb5b862
https://www.facebook.com/angela8209988/photos/a.1399481290322408.1073741825.1393545017582702/1405211829749354/?type=1&source=11,李宜潔,直轄市議員,"新北市 > 第07選區[區域]",http://k.olc.tw/elections/candidates/view/54069611-e720-4d5d-8713-07ecacb5b862
https://www.facebook.com/angela8209988/photos_stream,李宜潔,直轄市議員,"新北市 > 第07選區[區域]",http://k.olc.tw/elections/candidates/view/54069611-e720-4d5d-8713-07ecacb5b862
https://www.facebook.com/angela8209988/photos/a.1421027821501088.1073741829.1393545017582702/1435095900094280/?type=1,李宜潔,直轄市議員,"新北市 > 第07選區[區域]",http://k.olc.tw/elections/candidates/view/54069611-e720-4d5d-8713-07ecacb5b862
https://zh-tw.facebook.com/pages/%E6%A1%83%E5%9C%92%E7%B8%A3%E8%AD%B0%E5%93%A1%E6%9D%8E%E5%AE%B6%E8%88%88%E6%9C%8D%E5%8B%99%E8%99%95/418830248204503,李家興,直轄市議員,"桃園市 > 第09選區[區域]",http://k.olc.tw/elections/candidates/view/53c68f75-54c4-40d2-a726-0f15acb5b862
https://zh-tw.facebook.com/pages/%E6%9D%8E%E5%B4%87%E6%99%BA%E6%9C%8D%E5%8B%99%E8%99%95/214287018643867,李崇智,直轄市議員,"臺南市 > 第09選區[區域]",http://k.olc.tw/elections/candidates/view/540b5694-8b24-405e-8e5c-1926acb5b862
https://zh-tw.facebook.com/chongzhi.li,李崇智,直轄市議員,"臺南市 > 第09選區[區域]",http://k.olc.tw/elections/candidates/view/540b5694-8b24-405e-8e5c-1926acb5b862
https://zh-tw.facebook.com/pages/%E5%8F%B0%E5%8C%97%E5%B8%82%E8%AD%B0%E5%93%A1-%E6%9D%8E%E5%BB%BA%E6%98%8C/501219546589507,李建昌,直轄市議員,"臺北市 > 第02選區[區域]",http://k.olc.tw/elections/candidates/view/53c68f9a-8cf8-4029-9275-0f15acb5b862
https://zh-tw.facebook.com/lichienchang,李建昌,直轄市議員,"臺北市 > 第02選區[區域]",http://k.olc.tw/elections/candidates/view/53c68f9a-8cf8-4029-9275-0f15acb5b862
https://zh-tw.facebook.com/ashow.tpe,李彥秀,直轄市議員,"臺北市 > 第02選區[區域]",http://k.olc.tw/elections/candidates/view/53c68f9a-410c-4557-aab7-0f15acb5b862
https://zh-tw.facebook.com/pages/%E8%87%BA%E5%8C%97%E5%B8%82%E8%AD%B0%E5%93%A1%E6%9D%8E%E5%BD%A5%E7%A7%80%E6%9C%8D%E5%8B%99%E8%99%95%E5%93%A1%E5%B7%A5/187411821401977,李彥秀,直轄市議員,"臺北市 > 第02選區[區域]",http://k.olc.tw/elections/candidates/view/53c68f9a-410c-4557-aab7-0f15acb5b862
https://zh-tw.facebook.com/pages/%E8%87%BA%E5%8C%97%E5%B8%82%E8%AD%B0%E5%93%A1%E6%9D%8E%E5%BD%A5%E7%A7%80%E6%9C%8D%E5%8B%99%E8%99%95/1482839271933175,李彥秀,直轄市議員,"臺北市 > 第02選區[區域]",http://k.olc.tw/elections/candidates/view/53c68f9a-410c-4557-aab7-0f15acb5b862
https://zh-tw.facebook.com/pages/%E5%8F%B0%E5%8C%97%E5%B8%82%E8%AD%B0%E6%9C%83%E6%9D%8E%E6%85%B6%E5%85%83%E8%BE%A6%E5%85%AC%E5%AE%A4%EF%BC%96%EF%BC%A6/196551077061039,李慶元,直轄市議員,"臺北市 > 第06選區[區域]",http://k.olc.tw/elections/candidates/view/53c68f9d-416c-4e27-b07e-0f15acb5b862
https://www.facebook.com/media/set/?set=a.431497110281051.1073741840.161848150579283&type=3,李慶元,直轄市議員,"臺北市 > 第06選區[區域]",http://k.olc.tw/elections/candidates/view/53c68f9d-416c-4e27-b07e-0f15acb5b862
https://zh-tw.facebook.com/tcckinghong,李慶鋒,直轄市議員,"臺北市 > 第06選區[區域]",http://k.olc.tw/elections/candidates/view/53c68f9d-7730-448c-988c-0f15acb5b862
https://zh-tw.facebook.com/tcckinghong/photos/pb.275397816006.-2207520000.1412292457./10152671633496007/?type=1,李慶鋒,直轄市議員,"臺北市 > 第06選區[區域]",http://k.olc.tw/elections/candidates/view/53c68f9d-7730-448c-988c-0f15acb5b862
https://zh-tw.facebook.com/tcckinghong/photos/pb.275397816006.-2207520000.1410135942./10152615870636007/?type=1,李慶鋒,直轄市議員,"臺北市 > 第06選區[區域]",http://k.olc.tw/elections/candidates/view/53c68f9d-7730-448c-988c-0f15acb5b862
http://www.facebook.com/100003019872264,李政憲,直轄市議員,"高雄市 > 第09選區[區域]",http://k.olc.tw/elections/candidates/view/540b5699-7f38-4485-8bc5-1926acb5b862
https://zh-tw.facebook.com/li.rick.9,李政憲,直轄市議員,"高雄市 > 第09選區[區域]",http://k.olc.tw/elections/candidates/view/540b5699-7f38-4485-8bc5-1926acb5b862
https://zh-tw.facebook.com/pages/%E5%8F%B0%E5%8D%97%E5%B8%82%E8%AD%B0%E5%93%A1%E6%9D%8E%E6%96%87%E6%AD%A3/141480792552894,李文正,直轄市議員,"臺南市 > 第13選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fb0-6ad0-4fc4-a9cb-0f15acb5b862
https://zh-tw.facebook.com/pages/%E5%8F%B0%E5%8D%97%E5%B8%82%E8%AD%B0%E5%93%A1%E6%9D%8E%E6%96%87%E6%AD%A3/141480792552894?fref=photo&sk=photos,李文正,直轄市議員,"臺南市 > 第13選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fb0-6ad0-4fc4-a9cb-0f15acb5b862
https://www.facebook.com/pages/%E5%8F%B0%E5%8D%97%E5%B8%82%E8%AD%B0%E5%93%A1%E6%9D%8E%E6%96%87%E6%AD%A3/141480792552894?fref=nf,李文正,直轄市議員,"臺南市 > 第13選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fb0-6ad0-4fc4-a9cb-0f15acb5b862
https://zh-tw.facebook.com/brandnewlee,李新,直轄市議員,"臺北市 > 第06選區[區域]",http://k.olc.tw/elections/candidates/view/53c68f9d-2e08-4a2b-9331-0f15acb5b862
https://zh-tw.facebook.com/pages/%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%A4%AA%E5%B9%B3%E5%8D%80%E5%B8%82%E8%AD%B0%E5%93%A1%E5%80%99%E9%81%B8%E4%BA%BA-%E6%9D%8E%E6%98%86%E9%9C%96/766626310023866,李昆霖,直轄市議員,"臺中市 > 第12選區[區域]",http://k.olc.tw/elections/candidates/view/540b5690-406c-498e-b33c-1926acb5b862
https://www.facebook.com/pages/%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%A4%AA%E5%B9%B3%E5%8D%80%E5%B8%82%E8%AD%B0%E5%93%A1%E5%80%99%E9%81%B8%E4%BA%BA-%E6%9D%8E%E6%98%86%E9%9C%96/766626310023866?hc_location=timeline,李昆霖,直轄市議員,"臺中市 > 第12選區[區域]",http://k.olc.tw/elections/candidates/view/540b5690-406c-498e-b33c-1926acb5b862
https://zh-tw.facebook.com/pages/%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%A4%AA%E5%B9%B3%E5%8D%80%E5%B8%82%E8%AD%B0%E5%93%A1%E5%8F%83%E9%81%B8%E4%BA%BA%E6%9D%8E%E6%98%86%E9%9C%96-%E7%AB%B6%E9%81%B8%E5%9C%98%E9%9A%8A/1424345784500661,李昆霖,直轄市議員,"臺中市 > 第12選區[區域]",http://k.olc.tw/elections/candidates/view/540b5690-406c-498e-b33c-1926acb5b862
https://www.facebook.com/pages/%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%A4%AA%E5%B9%B3%E5%8D%80%E5%B8%82%E8%AD%B0%E5%93%A1%E5%80%99%E9%81%B8%E4%BA%BA-%E6%9D%8E%E6%98%86%E9%9C%96/766626310023866?sk=info&ref=page_internal,李昆霖,直轄市議員,"臺中市 > 第12選區[區域]",http://k.olc.tw/elections/candidates/view/540b5690-406c-498e-b33c-1926acb5b862
https://zh-tw.facebook.com/lee0928123488,李柏坊,直轄市議員,"桃園市 > 第06選區[區域]",http://k.olc.tw/elections/candidates/view/53c68f74-a544-429f-a4ad-0f15acb5b862
https://www.facebook.com/lee0928123488?hc_location=timeline,李柏坊,直轄市議員,"桃園市 > 第06選區[區域]",http://k.olc.tw/elections/candidates/view/53c68f74-a544-429f-a4ad-0f15acb5b862
https://zh-tw.facebook.com/po2014,李柏毅,直轄市議員,"高雄市 > 第04選區[區域]",http://k.olc.tw/elections/candidates/view/540b5697-8284-426e-a040-1926acb5b862
https://www.facebook.com/po2014/info,李柏毅,直轄市議員,"高雄市 > 第04選區[區域]",http://k.olc.tw/elections/candidates/view/540b5697-8284-426e-a040-1926acb5b862
https://www.facebook.com/pages/%E6%9D%8E%E6%9F%8F%E6%AF%85%E5%B7%A6%E6%A5%A0%E6%9C%8D%E5%8B%99%E8%99%95/275866812583192?ref=stream,李柏毅,直轄市議員,"高雄市 > 第04選區[區域]",http://k.olc.tw/elections/candidates/view/540b5697-8284-426e-a040-1926acb5b862
https://zh-tw.facebook.com/pages/%E5%B8%82%E8%AD%B0%E5%93%A1%E6%9D%8E%E6%A6%AE%E9%B4%BB%E6%9C%8D%E5%8B%99%E8%99%95/503118383126463,李榮鴻,直轄市議員,"臺中市 > 第01選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fa8-0d90-486e-b88d-0f15acb5b862
https://zh-tw.facebook.com/pages/%E6%9D%8E%E6%A6%AE%E9%B4%BB%E8%AD%B0%E5%93%A1%E6%9C%8D%E5%8B%99%E8%99%95/171550092984843?sk=info,李榮鴻,直轄市議員,"臺中市 > 第01選區[區域]",http://k.olc.tw/elections/candidates/view/53c68fa8-0d90-486e-b88d-0f15acb5b862
https://www.facebook.com/pages/%E6%9D%8E%E6%B6%B5%E8%8A%B8-%E5%BE%9E%E6%A0%B9%E7%BF%BB%E8%BD%89%E5%8F%B0%E4%B8%AD/636609006457970,李涵芸,直轄市議員,"臺中市 > 第09選區[區域]",http://k.olc.tw/elections/candidates/view/540b568e-1b20-4b30-adce-1926acb5b862
https://zh-tw.facebook.com/mavis.lee.925,李涵芸,直轄市議員,"臺中市 > 第09選區[區域]",http://k.olc.tw/elections/candidates/view/540b568e-1b20-4b30-adce-1926acb5b862
https://www.facebook.com/Yulan0915,李玉蘭,直轄市議員,"新北市 > 第10選區[區域]",http://k.olc.tw/elections/candidates/view/540b5683-a65c-4fa6-af94-1926acb5b862
